start,end,VAR00003,location,gender,age,education,statusOfAsylum,illiteracyReason,socialStatus,address,doYouLiveWith,orphan,incomeProvider,HowDoyouSpendFreeTime,typeOfWork,reasonOfWork,numberOfFamilyMembers,workingHoursPerWeek,formOfWork,dailyIncome,howMuchDoYouGiveFamily,version,id,uuid,submissionDate,index,gazaOrWestBank,type
2017-12-11T12:29:49.463+02,2017-12-11T12:30:56.087+02,null,Gaza City,Male,15-16,Secondary education,Not a refugee,null,Single,City,With the family,null,Father,Wandering in the streets,null,Other,9 or more,null,Daily paid,null,31 – 50%,vUPviiSFzREn4prB5mMYoB,7259704,2e376c03-1034-4eae-adb6-16f5c6085157,2017-12-11T11:31:43,70,Gaza,childrenLabor
2017-12-11T12:33:43.815+02,2017-12-11T12:36:19.155+02,null,Gaza City,Male,15-16,Illiterate,Refugee,Failure in education,Single,City,With the family,null,Father,Coffee shops,null,Lack of need for education,3 - 5,null,Monthly paid,null,11 – 30%,vUPviiSFzREn4prB5mMYoB,7259705,abbd7098-a345-49c1-8226-2e4f97bca716,2017-12-11T11:31:43,71,Gaza,childrenLabor
2017-12-11T14:51:02.746+02,2017-12-11T14:52:37.689+02,null,Jabalya,Female,17-18,Basic education,Not a refugee,Failure in education,Single,City,With the family,null,Father,Other,null,Lack of need for education,9 or more,null,Monthly paid,null,31 – 50%,vUPviiSFzREn4prB5mMYoB,7261946,3a3350ad-2a31-4e58-8645-53e99a37870a,2017-12-11T12:54:42,72,Gaza,childrenLabor
2017-12-11T14:53:19.201+02,2017-12-11T14:54:53.800+02,null,Jabalya,Female,15-16,Basic education,Refugee,Lack of desire for education,Single,City,With the family,null,Other,With peers in the neighborhood,null,Lack of need for education,6 - 8,null,Monthly paid,null,31 – 50%,vUPviiSFzREn4prB5mMYoB,7261982,e0e88aa8-9281-45be-8f15-55c2717a3ac8,2017-12-11T12:56:55,73,Gaza,childrenLabor
2017-12-11T14:55:13.603+02,2017-12-11T14:57:00.067+02,null,Jabalya,Male,15-16,Basic education,Not a refugee,Failure in education,Single,City,With the family,null,Father,Wandering in the streets,null,Lack of need for education,9 or more,null,Daily paid,null,More than 50 %,vUPviiSFzREn4prB5mMYoB,7262205,9a077e1d-7a9f-4bdc-93d4-8502f976d9d7,2017-12-11T12:59:01,74,Gaza,childrenLabor
2017-12-11T14:57:17.303+02,2017-12-11T14:59:14.964+02,null,Jabalya,Male,17-18,Basic education,Not a refugee,Expulsion from school due to riots,Married,Refugee camp,With the family,null,Other,Other,null,Other,3 - 5,null,Monthly paid,null,More than 50 %,vUPviiSFzREn4prB5mMYoB,7262380,92cc4522-bd38-4954-8cab-4c4d5a4c8d14,2017-12-11T13:01:21,75,Gaza,childrenLabor
2017-12-11T15:35:50.103+02,2017-12-11T15:44:27.718+02,null,null,null,10-14,Secondary education,Refugee,null,null,Village,null,null,Father,Other,null,null,6 - 8,10_20,null,null,0 – 10%,vtZeBwBKkszKRou8bXkRgG,7263792,770bd4db-a677-46a0-a5d2-5c7b5bb58438,2017-12-11T13:44:37,76,null,childrenLabor
2017-12-11T15:38:06.479+02,2017-12-11T15:41:01.360+02,null,Araba Village,null,null,Secondary education,Refugee,null,null,Village,null,null,Father,With peers in the neighborhood,null,null,6 - 8,10_20,null,null,11 – 30%,vtZeBwBKkszKRou8bXkRgG,7263793,93dcc974-fd7b-45dd-bbe1-ba0cc58f4500,2017-12-11T13:44:37,77,West Bank,childrenLabor
2017-12-11T16:31:45.661+02,2017-12-11T16:32:55.335+02,null,Jabalya,Male,10-14,Basic education,Not a refugee,Failure in education,Single,City,With the family,null,Father,With peers in the neighborhood,null,Lack of need for education,6 - 8,null,Paid per piece,null,11 – 30%,vUPviiSFzREn4prB5mMYoB,7266188,25917230-b953-4e7f-8668-3ad8eae25da5,2017-12-11T14:37:51,78,Gaza,childrenLabor
2017-12-11T16:32:58.735+02,2017-12-11T16:34:27.346+02,null,Jabalya,Female,17-18,Secondary education,Not a refugee,null,Married,City,With the family,null,Other,Other,null,Other,3 - 5,null,Monthly paid,null,31 – 50%,vUPviiSFzREn4prB5mMYoB,7266189,9ef0cd5a-0037-4274-8ef6-10259566c68e,2017-12-11T14:37:51,79,Gaza,childrenLabor
2017-12-11T16:34:31.453+02,2017-12-11T16:35:30.770+02,null,Jabalya,Male,10-14,Basic education,Refugee,Lack of desire for education,Single,Refugee camp,With the family,null,Father,Wandering in the streets,null,Lack of need for education,6 - 8,null,Paid per piece,null,31 – 50%,vUPviiSFzREn4prB5mMYoB,7266190,017fef2d-21ae-45f6-aa83-cd250ae97bae,2017-12-11T14:37:52,80,Gaza,childrenLabor
2017-12-11T16:35:35.095+02,2017-12-11T16:36:45.504+02,null,Jabalya,Female,17-18,Basic education,Not a refugee,Family economic condition,Married,City,With the family,null,Other,Other,null,Other,3 - 5,null,Monthly paid,null,More than 50 %,vUPviiSFzREn4prB5mMYoB,7266297,cf30ff72-2a7e-4db9-a773-9e4d0abe14ce,2017-12-11T14:39:08,81,Gaza,childrenLabor
2017-12-11T15:25:26.637+02,2017-12-11T15:29:32.708+02,null,Beir Nabala,Male,17-18,Basic education,Not a refugee,Lack of desire for education,Single,Village,With the family,null,Father,Coffee shops,null,Lack of need for education,6 - 8,null,Monthly paid,null,0 – 10%,vUPviiSFzREn4prB5mMYoB,7267818,6a7949c8-76fe-46e8-b020-f8a66b5b246b,2017-12-11T15:10:46,82,West Bank,childrenLabor
2017-12-11T15:29:55.344+02,2017-12-11T15:34:21.422+02,null,Beir Nabala,Male,10-14,Basic education,Refugee,Lack of desire for education,Single,Village,With the family,null,Other,Wandering in the streets,null,Lack of need for education,6 - 8,null,Daily paid,null,0 – 10%,vUPviiSFzREn4prB5mMYoB,7267819,e925e1f8-3aa7-4940-9255-3a5128261e7b,2017-12-11T15:10:47,83,West Bank,childrenLabor
2017-12-11T16:55:11.546+02,2017-12-11T16:57:32.837+02,null,Beir Nabala,Male,15-16,Basic education,Refugee,null,Single,Village,With the family,null,Father,Other,null,Practicing in a craft,6 - 8,null,Monthly paid,null,11 – 30%,vUPviiSFzREn4prB5mMYoB,7268129,a4bb4533-94ac-4faa-b58e-a4be39228baa,2017-12-11T15:21:12,84,West Bank,childrenLabor
2017-12-11T18:14:34.074+02,2017-12-11T18:17:20.627+02,null,Hebron City,Male,15-16,Basic education,Not a refugee,Lack of desire for education,Single,City,With the family,null,Father,Other,null,Practicing in a craft,6 - 8,null,Paid per piece,null,More than 50 %,vUPviiSFzREn4prB5mMYoB,7270088,bdfb464c-3bb0-4f81-9898-cd1b5c081beb,2017-12-11T16:33:34,85,West Bank,childrenLabor
2017-12-11T18:17:43.284+02,2017-12-11T18:20:23.448+02,null,Hebron City,Female,17-18,Secondary education,Not a refugee,null,Married,City,Outside the family,null,Other,Other,null,Practicing in a craft,3 - 5,null,Monthly paid,null,More than 50 %,vUPviiSFzREn4prB5mMYoB,7270090,e7081169-9c06-43de-b64f-e6d5ae5021cb,2017-12-11T16:33:35,86,West Bank,childrenLabor
2017-12-11T18:20:30.333+02,2017-12-11T18:22:43.307+02,null,Hebron City,Male,10-14,Illiterate,Refugee,Family economic condition,Single,City,With the family,null,Father,With peers in the neighborhood,null,Other,6 - 8,null,Paid per piece,null,11 – 30%,vUPviiSFzREn4prB5mMYoB,7270091,b4c87be2-e97a-4c34-8e70-e9004fb8da00,2017-12-11T16:33:35,87,West Bank,childrenLabor
2017-12-11T18:22:59.438+02,2017-12-11T18:24:30.623+02,null,Hebron City,Male,15-16,Basic education,Not a refugee,Expulsion from school due to riots,Single,City,With the family,null,Mother,Wandering in the streets,null,Lack of need for education,6 - 8,null,Daily paid,null,31 – 50%,vUPviiSFzREn4prB5mMYoB,7270092,003dabc1-78be-44eb-883c-4a2278709a8d,2017-12-11T16:33:36,88,West Bank,childrenLabor
2017-12-11T18:24:36.184+02,2017-12-11T18:25:56.318+02,null,Hebron City,Male,17-18,Secondary education,Not a refugee,null,Single,City,With the family,null,Father,Coffee shops,null,Practicing in a craft,9 or more,null,Monthly paid,null,0 – 10%,vUPviiSFzREn4prB5mMYoB,7270093,33eb5c4c-fff0-4300-ae47-9638d8cd2110,2017-12-11T16:33:36,89,West Bank,childrenLabor
2017-12-11T18:25:59.322+02,2017-12-11T18:28:14.192+02,null,Hebron City,Female,17-18,Secondary education,Refugee,null,Widowed,City,With the family,null,Mother,With peers in the neighborhood,null,Other,9 or more,null,Monthly paid,null,11 – 30%,vUPviiSFzREn4prB5mMYoB,7270094,ec0f2e92-0e01-49dd-a47a-dc255a7ac111,2017-12-11T16:33:37,90,West Bank,childrenLabor
2017-12-11T18:28:35.305+02,2017-12-11T18:29:44.004+02,null,Hebron City,Male,10-14,Illiterate,Refugee,Failure in education,Single,City,With the family,null,Father,With peers in the neighborhood,null,Lack of need for education,6 - 8,null,Paid per piece,null,0 – 10%,vUPviiSFzREn4prB5mMYoB,7270095,7096aecb-9764-4f3c-8329-d12a415dbcc8,2017-12-11T16:33:37,91,West Bank,childrenLabor
2017-12-11T18:29:51.709+02,2017-12-11T18:31:18.412+02,null,Hebron City,Male,17-18,Secondary education,Not a refugee,null,Married,City,Outside the family,null,Other,Coffee shops,null,Practicing in a craft,3 - 5,null,Monthly paid,null,31 – 50%,vUPviiSFzREn4prB5mMYoB,7270096,d692686c-5508-416e-8a2f-b88eced6e5b9,2017-12-11T16:33:38,92,West Bank,childrenLabor
2017-12-11T18:31:38.634+02,2017-12-11T18:32:45.906+02,null,Hebron City,Male,10-14,Basic education,Not a refugee,Failure in education,Single,City,With the family,null,Father,Coffee shops,null,Lack of need for education,6 - 8,null,Daily paid,null,11 – 30%,vUPviiSFzREn4prB5mMYoB,7270097,2ceaff81-5d4b-46ad-8d96-b8270f022d84,2017-12-11T16:33:38,93,West Bank,childrenLabor
2017-12-11T17:56:29.460+02,2017-12-11T17:58:00.283+02,null,Gaza City,Male,15-16,Illiterate,Refugee,Family economic condition,Single,City,With the family,null,Other,Other,null,Other,6 - 8,null,Daily paid,null,More than 50 %,vUPviiSFzREn4prB5mMYoB,7270468,f39febbd-7164-4196-bf7c-04a8d40671e3,2017-12-11T16:50:15,94,Gaza,childrenLabor
2017-12-11T17:58:27.284+02,2017-12-11T17:59:24.989+02,null,Gaza City,Male,15-16,Basic education,Not a refugee,Family economic condition,Single,City,With the family,null,Father,Wandering in the streets,null,Other,6 - 8,null,Daily paid,null,More than 50 %,vUPviiSFzREn4prB5mMYoB,7270470,55a3d15e-feaa-4b46-ae46-8198813fd904,2017-12-11T16:50:15,95,Gaza,childrenLabor
2017-12-11T18:24:19.870+02,2017-12-11T18:25:38.562+02,null,Gaza City,Female,17-18,Illiterate,Refugee,Family economic condition,Married,City,With the family,null,Other,With peers in the neighborhood,null,Practicing in a craft,3 - 5,null,Paid per piece,null,More than 50 %,vUPviiSFzREn4prB5mMYoB,7270471,cdf1edf8-d8cf-460c-9412-8b243c3366fd,2017-12-11T16:50:15,96,Gaza,childrenLabor
2017-12-11T18:26:26.180+02,2017-12-11T18:27:16.670+02,null,Gaza City,Male,15-16,Basic education,Refugee,Family economic condition,Single,City,With the family,null,Mother,With peers in the neighborhood,null,Other,6 - 8,null,Daily paid,null,More than 50 %,vUPviiSFzREn4prB5mMYoB,7270472,419d849c-6b4e-4b35-8ea4-d93ba182ff4f,2017-12-11T16:50:16,97,Gaza,childrenLabor
2017-12-11T19:17:49.424+02,2017-12-11T19:25:20.011+02,null,Tulkrum City,Male,10-14,Basic education,Not a refugee,Family economic condition,Single,City,With the family,null,Father,Other,null,Other,6 - 8,null,Daily paid,null,11 – 30%,vUPviiSFzREn4prB5mMYoB,7271323,e18ad30f-0baf-4a3b-8036-bd368395f0eb,2017-12-11T17:25:39,98,West Bank,childrenLabor
2017-12-11T11:53:38.210+02,2017-12-11T11:57:50.386+02,null,Rafah City,Male,17-18,Basic education,Refugee,Lack of desire for education,Single,Village,With the family,null,Father,With peers in the neighborhood,null,Other,6 - 8,null,Daily paid,null,31 – 50%,vUPviiSFzREn4prB5mMYoB,7273833,e751e670-03db-4a49-80ce-d5d1b780c9c7,2017-12-11T20:39:59,99,Gaza,childrenLabor
2017-12-11T12:32:48.197+02,2017-12-11T12:36:22.454+02,null,Rafah City,Male,17-18,Illiterate,Refugee,Failure in education,Single,Refugee camp,With the family,null,Father,Wandering in the streets,null,Other,9 or more,null,Paid per piece,null,0 – 10%,vUPviiSFzREn4prB5mMYoB,7273838,99418c97-e5c4-49ab-b579-3a6fbbe15bcf,2017-12-11T20:40:01,100,Gaza,childrenLabor
2017-12-11T12:36:29.736+02,2017-12-11T12:38:20.293+02,null,Rafah City,Male,15-16,Illiterate,Refugee,Family economic condition,Single,Refugee camp,With the family,null,Father,Wandering in the streets,null,Other,6 - 8,null,Paid per piece,null,31 – 50%,vUPviiSFzREn4prB5mMYoB,7273839,f08b38e1-2959-4211-96c1-773177631d4e,2017-12-11T20:40:01,101,Gaza,childrenLabor
2017-12-11T12:53:49.196+02,2017-12-11T12:59:11.086+02,null,Rafah City,Male,17-18,Illiterate,Refugee,Family economic condition,Single,Village,With the family,null,Other,Other,null,Other,9 or more,null,Daily paid,null,More than 50 %,vUPviiSFzREn4prB5mMYoB,7273842,f5355035-7c21-4489-817e-59525ae73eb2,2017-12-11T20:40:02,102,Gaza,childrenLabor
2017-12-11T21:51:25.837+02,2017-12-11T21:52:52.308+02,null,Rafah City,Male,15-16,Illiterate,Refugee,Failure in education,Single,Refugee camp,With the family,null,Father,With peers in the neighborhood,null,Other,9 or more,null,Daily paid,null,31 – 50%,vUPviiSFzREn4prB5mMYoB,7273849,665a0f21-b970-4a62-9561-442ec0285394,2017-12-11T20:40:06,103,Gaza,childrenLabor
2017-12-11T21:52:57.422+02,2017-12-11T21:55:02.949+02,null,Rafah City,Male,17-18,Basic education,Refugee,Lack of desire for education,Single,Village,With the family,null,Father,Wandering in the streets,null,Other,6 - 8,null,Daily paid,null,More than 50 %,vUPviiSFzREn4prB5mMYoB,7273850,f6fb5526-a99b-4198-ae4b-9b9e197bd4f8,2017-12-11T20:40:06,104,Gaza,childrenLabor
2017-12-11T22:02:05.741+02,2017-12-11T22:04:01.169+02,null,Rafah City,Male,10-14,Basic education,Refugee,Failure in education,Single,Village,With the family,null,Father,With peers in the neighborhood,null,Lack of need for education,9 or more,null,Daily paid,null,31 – 50%,vUPviiSFzREn4prB5mMYoB,7273857,795bea29-c7aa-4b63-afd7-962c89e4b3d9,2017-12-11T20:40:09,105,Gaza,childrenLabor
2017-12-11T10:25:57.880+02,2017-12-11T10:28:53.611+02,null,Deir Al Balah,Male,17-18,Secondary education,Not a refugee,null,Single,City,With the family,null,Other,With peers in the neighborhood,null,Lack of need for education,6 - 8,null,Paid per piece,null,0 – 10%,vUPviiSFzREn4prB5mMYoB,7288937,d85c9bfd-ab7d-4e4b-927e-5f11a69f4f62,2017-12-12T04:46:17,106,Gaza,childrenLabor
2017-12-11T14:18:43.521+02,2017-12-12T06:23:15.016+02,null,Gaza Middle,Male,17-18,Basic education,Refugee,Failure in education,Single,Refugee camp,With the family,null,Father,With peers in the neighborhood,null,Lack of need for education,6 - 8,null,Daily paid,null,0 – 10%,vUPviiSFzREn4prB5mMYoB,7288958,ba281590-cee6-437a-b7b1-6da782196d3a,2017-12-12T04:46:23,107,Gaza,childrenLabor
2017-12-11T14:24:42.360+02,2017-12-11T14:25:51.926+02,null,Gaza Middle,Male,10-14,Illiterate,Refugee,Failure in education,Single,Refugee camp,With the family,null,Father,Coffee shops,null,Lack of need for education,6 - 8,null,Daily paid,null,11 – 30%,vUPviiSFzREn4prB5mMYoB,7288959,dfb9d614-4315-446c-b0a9-af7f76f29950,2017-12-12T04:46:24,108,Gaza,childrenLabor
2017-12-11T14:28:48.176+02,2017-12-11T14:31:18.703+02,null,Gaza Middle,Male,17-18,Basic education,Not a refugee,Family economic condition,Single,Village,With the family,null,Other,Other,null,Other,9 or more,null,Daily paid,null,More than 50 %,vUPviiSFzREn4prB5mMYoB,7288963,bd108aa7-ade4-42a2-85d7-72e7933a33b6,2017-12-12T04:46:24,109,Gaza,childrenLabor
2017-12-11T14:31:25.937+02,2017-12-11T14:33:13.947+02,null,Gaza Middle,Male,15-16,Basic education,Refugee,Family economic condition,Single,Village,With the family,null,Father,Wandering in the streets,null,Lack of need for education,9 or more,null,Daily paid,null,11 – 30%,vUPviiSFzREn4prB5mMYoB,7288964,6403f677-b7f2-4d46-8142-1bdc108e0a92,2017-12-12T04:46:25,110,Gaza,childrenLabor
2017-12-11T17:42:37.160+02,2017-12-11T17:52:58.152+02,null,Deir Al Balah,Male,15-16,Basic education,Refugee,Family economic condition,Single,Village,With the family,null,Father,With peers in the neighborhood,null,Practicing in a craft,9 or more,null,Daily paid,null,0 – 10%,vUPviiSFzREn4prB5mMYoB,7289001,08173bb7-2177-4d13-bfb3-1160d42e1558,2017-12-12T04:46:40,111,Gaza,childrenLabor
2017-12-11T16:02:18.966+02,2017-12-11T16:03:39.761+02,null,Dura,Male,15-16,Secondary education,Not a refugee,null,Single,City,With the family,null,Father,Wandering in the streets,null,Practicing in a craft,6 - 8,null,Paid per piece,null,0 – 10%,vUPviiSFzREn4prB5mMYoB,7289234,3aab36cb-e5c0-4b48-9211-2fb87c6ec9fa,2017-12-12T05:03:59,112,West Bank,childrenLabor
2017-12-11T16:03:46.095+02,2017-12-11T16:05:00.390+02,null,Dura,Male,15-16,Illiterate,Not a refugee,Lack of desire for education,Single,Village,With the family,null,Father,Other,null,Practicing in a craft,6 - 8,null,Monthly paid,null,0 – 10%,vUPviiSFzREn4prB5mMYoB,7289235,8c36b44a-e699-42d5-97c4-c6a531eb15b8,2017-12-12T05:04:01,113,West Bank,childrenLabor
2017-12-11T16:05:13.410+02,2017-12-11T16:06:38.659+02,null,Dura,Male,15-16,Secondary education,Not a refugee,null,Single,City,With the family,null,Mother,Other,null,Other,6 - 8,null,Monthly paid,null,More than 50 %,vUPviiSFzREn4prB5mMYoB,7289236,cdba66b2-deee-404c-8a3f-edf5315ffae0,2017-12-12T05:04:01,114,West Bank,childrenLabor
2017-12-10T17:14:20.464+08,2017-12-10T17:17:23.370+08,null,Al Ram,Male,15-16,Other,Not a refugee,Family economic condition,Single,Village,With the family,null,Other,With peers in the neighborhood,null,Other,6 - 8,null,Daily paid,null,More than 50 %,vUPviiSFzREn4prB5mMYoB,7291455,433b0d80-e30a-4f71-a33f-28ff10aea0f3,2017-12-12T07:12:52,115,West Bank,childrenLabor
2017-12-10T17:17:31.455+08,2017-12-10T17:21:11.898+08,null,Al Ram,Male,10-14,Basic education,Refugee,Lack of desire for education,Single,Village,With the family,null,Father,With peers in the neighborhood,null,Other,9 or more,null,Paid per piece,null,More than 50 %,vUPviiSFzREn4prB5mMYoB,7291457,5cee58c7-cb47-4838-af91-9e8f3f0c9f49,2017-12-12T07:12:57,116,West Bank,childrenLabor
2017-12-10T17:45:54.543+08,2017-12-10T17:47:52.397+08,null,Al Ram,Male,15-16,Illiterate,Not a refugee,Family economic condition,Single,Village,With the family,null,Other,With peers in the neighborhood,null,Other,6 - 8,null,Daily paid,null,More than 50 %,vUPviiSFzREn4prB5mMYoB,7291464,6a55c705-27cb-4b09-a411-b392d446e209,2017-12-12T07:13:02,117,West Bank,childrenLabor
2017-12-10T17:51:46.512+08,2017-12-10T17:53:51.373+08,null,Al Ram,Male,10-14,Illiterate,Refugee,Family economic condition,Single,Village,With the family,null,Other,With peers in the neighborhood,null,Other,6 - 8,null,Monthly paid,null,More than 50 %,vUPviiSFzREn4prB5mMYoB,7291466,8d5fdade-977b-4854-99f5-3f2a8f4ff497,2017-12-12T07:13:04,118,West Bank,childrenLabor
2017-12-10T17:55:31.157+08,2017-12-10T17:57:18.375+08,null,Al Ram,Male,15-16,Basic education,Not a refugee,Family economic condition,Single,Village,With the family,null,Father,With peers in the neighborhood,null,Other,3 - 5,null,Daily paid,null,31 – 50%,vUPviiSFzREn4prB5mMYoB,7291467,2f439db2-f9ea-486e-89b0-fc370a8fd66f,2017-12-12T07:13:04,119,West Bank,childrenLabor
2017-12-10T17:57:23.423+08,2017-12-10T17:58:36.383+08,null,Al Ram,Male,15-16,Illiterate,Not a refugee,Family economic condition,Single,Village,With the family,null,Other,Wandering in the streets,null,Practicing in a craft,6 - 8,null,Daily paid,null,More than 50 %,vUPviiSFzREn4prB5mMYoB,7291468,4831109d-9870-46d9-878c-8d22bf9ff580,2017-12-12T07:13:05,120,West Bank,childrenLabor
2017-12-10T18:03:38.957+08,2017-12-10T18:05:36.883+08,null,Al Ram,Male,15-16,Basic education,Not a refugee,Failure in education,Single,Village,With the family,null,Father,Wandering in the streets,null,Lack of need for education,6 - 8,null,Daily paid,null,More than 50 %,vUPviiSFzREn4prB5mMYoB,7291469,e2f8941b-e137-495f-9553-ad3a0a272c59,2017-12-12T07:13:05,121,West Bank,childrenLabor
2017-12-10T18:05:50.032+08,2017-12-10T18:08:20.899+08,null,Al Ram,Male,15-16,Basic education,Not a refugee,Failure in education,Single,Village,With the family,null,Other,With peers in the neighborhood,null,Other,6 - 8,null,Paid per piece,null,More than 50 %,vUPviiSFzREn4prB5mMYoB,7291471,9b7918ce-2b04-49d6-a05e-6b9146dbbf81,2017-12-12T07:13:05,122,West Bank,childrenLabor
2017-12-11T16:28:57.329+02,2017-12-12T09:23:49.358+02,null,null,null,10-14,Basic education,Refugee,null,null,Village,null,null,Father,Other,null,null,6 - 8,7_9,null,null,11 – 30%,vtZeBwBKkszKRou8bXkRgG,7291805,704cceed-8248-452a-af94-2b701eeba3f6,2017-12-12T07:25:33,123,null,childrenLabor
2017-12-11T17:59:16.806+08,2017-12-11T18:05:03.776+08,null,null,null,15-16,Basic education,Refugee,Family economic condition,null,Village,null,null,Mother,Wandering in the streets,null,null,6 - 8,7_9,null,null,11 – 30%,vSeW3muQxGU6kNccwDTJz6,7296530,1635ad61-ab23-4bf1-9a72-3a9326107935,2017-12-12T10:15:00,124,null,childrenLabor
2017-12-12T00:00:24.123+02,2017-12-12T09:36:11.761+02,null,Jenin Refugees Camp,Male,17-18,Basic education,Refugee,Family economic condition,Single,Refugee camp,With the family,null,Father,With peers in the neighborhood,null,Other,6 - 8,null,Daily paid,null,More than 50 %,vUPviiSFzREn4prB5mMYoB,7299500,36696e95-d04b-42d1-8572-ef16e933fde4,2017-12-12T11:24:28,125,West Bank,childrenLabor
2017-12-12T09:46:00.746+02,2017-12-12T09:46:46.150+02,null,Jenin Refugees Camp,Male,10-14,Basic education,Refugee,Lack of desire for education,Single,Refugee camp,With the family,null,Father,With peers in the neighborhood,null,Other,6 - 8,null,Daily paid,null,More than 50 %,vUPviiSFzREn4prB5mMYoB,7299504,73f395d5-50a6-40af-9c58-f6f2bfda35e4,2017-12-12T11:24:29,126,West Bank,childrenLabor
2017-12-12T10:01:55.304+02,2017-12-12T10:04:12.473+02,null,Jenin Refugees Camp,Male,10-14,Basic education,Refugee,Lack of desire for education,Single,Refugee camp,With the family,null,Mother,With peers in the neighborhood,null,Other,3 - 5,null,Daily paid,null,More than 50 %,vUPviiSFzREn4prB5mMYoB,7299516,353f3c21-ff88-4a32-bcd1-5cd4c74cc8d7,2017-12-12T11:24:33,127,West Bank,childrenLabor
2017-12-12T10:05:44.164+02,2017-12-12T10:08:28.670+02,null,Jenin Refugees Camp,Male,15-16,Basic education,Refugee,Family economic condition,Single,Refugee camp,With the family,null,Father,With peers in the neighborhood,null,Other,6 - 8,null,Daily paid,null,31 – 50%,vUPviiSFzREn4prB5mMYoB,7299519,3de06ea9-edc6-48ae-96e4-5528ed9b79d3,2017-12-12T11:24:33,128,West Bank,childrenLabor
2017-12-12T10:32:32.736+02,2017-12-12T10:34:06.282+02,null,Jenin Refugees Camp,Male,17-18,Secondary education,Refugee,null,Single,Refugee camp,With the family,null,Father,With peers in the neighborhood,null,Other,6 - 8,null,Daily paid,null,31 – 50%,vUPviiSFzREn4prB5mMYoB,7299522,9c55a757-7c28-4d72-8b3d-08b7d34d77a4,2017-12-12T11:24:34,129,West Bank,childrenLabor
2017-12-12T10:36:41.396+02,2017-12-12T10:38:25.052+02,null,Jenin Refugees Camp,Male,17-18,Basic education,Refugee,Lack of desire for education,Single,Refugee camp,With the family,null,Father,With peers in the neighborhood,null,Other,3 - 5,null,Daily paid,null,31 – 50%,vUPviiSFzREn4prB5mMYoB,7299548,f2c81844-5f25-4adc-a593-670472b493c8,2017-12-12T11:24:58,130,West Bank,childrenLabor
2017-12-12T14:16:55.911+02,2017-12-12T14:22:35.195+02,null,Al Zawyah Village,Male,15-16,Illiterate,Not a refugee,Expulsion from school due to riots,Single,Village,With the family,null,Other,Wandering in the streets,null,Lack of need for education,6 - 8,null,Daily paid,null,31 – 50%,vUPviiSFzREn4prB5mMYoB,7301068,cbcfe1f8-ef70-4935-8d89-2596a21bd858,2017-12-12T12:27:55,131,West Bank,childrenLabor
2017-12-12T14:24:49.542+02,2017-12-12T14:28:41.116+02,null,Al Zawyah Village,Male,15-16,Illiterate,Not a refugee,Failure in education,Single,Village,With the family,null,Other,Other,null,Lack of need for education,6 - 8,null,Daily paid,null,11 – 30%,vUPviiSFzREn4prB5mMYoB,7301069,4ac6c91a-e060-48a5-b854-5d28ae841452,2017-12-12T12:27:55,132,West Bank,childrenLabor
2017-12-12T11:25:58.993+02,2017-12-12T11:38:41.651+02,null,Jenin City,Male,17-18,Secondary education,Refugee,null,Single,Refugee camp,With the family,null,Father,Coffee shops,null,Lack of need for education,6 - 8,null,Daily paid,null,31 – 50%,vUPviiSFzREn4prB5mMYoB,7301176,288d488c-fb18-4487-a212-ac82e53304eb,2017-12-12T12:29:14,133,West Bank,childrenLabor
2017-12-12T11:41:28.634+02,2017-12-12T11:46:22.258+02,null,Jenin City,Male,17-18,Basic education,Not a refugee,Family economic condition,Single,Village,With the family,null,Mother,Other,null,Other,6 - 8,null,Daily paid,null,More than 50 %,vUPviiSFzREn4prB5mMYoB,7301177,52428898-3e2d-4bbd-bda9-30254314a712,2017-12-12T12:29:14,134,West Bank,childrenLabor
2017-12-12T11:46:59.545+02,2017-12-12T11:51:56.877+02,null,Jenin City,Male,15-16,Basic education,Refugee,Expulsion from school due to riots,Single,Refugee camp,With the family,null,Father,With peers in the neighborhood,null,Other,6 - 8,null,Paid per piece,null,More than 50 %,vUPviiSFzREn4prB5mMYoB,7301178,919b8a85-f7d4-4969-a5cf-eee8062d5c67,2017-12-12T12:29:15,135,West Bank,childrenLabor
2017-12-12T11:54:39.116+02,2017-12-12T11:57:18.762+02,null,Jenin City,Male,17-18,Secondary education,Refugee,null,Single,City,With the family,null,Father,With peers in the neighborhood,null,Other,6 - 8,null,Daily paid,null,0 – 10%,vUPviiSFzREn4prB5mMYoB,7301179,d04c3305-5953-41d5-88d1-f7569168017b,2017-12-12T12:29:16,136,West Bank,childrenLabor
2017-12-12T12:02:30.799+02,2017-12-12T12:06:02.510+02,null,Jenin City,Male,15-16,Secondary education,Not a refugee,null,Single,Village,With the family,null,Father,Other,null,Practicing in a craft,6 - 8,null,Daily paid,null,0 – 10%,vUPviiSFzREn4prB5mMYoB,7301180,9b9f3074-2f40-45c2-9312-263483fe7969,2017-12-12T12:29:18,137,West Bank,childrenLabor
2017-12-12T12:18:15.619+02,2017-12-12T12:21:32.295+02,null,Jenin City,Male,15-16,Secondary education,Refugee,null,Single,City,With the family,null,Father,With peers in the neighborhood,null,Other,6 - 8,null,Paid per piece,null,0 – 10%,vUPviiSFzREn4prB5mMYoB,7301182,85203332-c9e7-4db4-b7d0-68da96c2643a,2017-12-12T12:29:19,138,West Bank,childrenLabor
